SpeciesId,CU,CU_Name,BroodYear,Escape,TR2,TR3,TR4,TR5,TR6,TR7,Total,Total ER,Age2,Age3,Age4,Age5,Age6,Age7
SX,SX_L-15-02,"Owikeno, OWIKENO-LATE TIMING",2009,114217.998,NA,2008.042408,100785.4609,155290.9106,2360.365472,54.61693866,260499.3963,0.013295186,NA,0.00787,0.28491,0.69907,0.008,0.00012
SX,SX_L-15-02,"Owikeno, OWIKENO-LATE TIMING",2010,186294.3088,NA,2783.972402,63289.70395,206257.5863,3641.129244,15.78460604,275988.1765,0.012245186,NA,0.00787,0.28491,0.69907,0.008,0.00012
SX,SX_L-15-02,"Owikeno, OWIKENO-LATE TIMING",2011,747915.0262,NA,1748.23618,84061.46583,318175.5276,1052.307069,NA,405037.5367,0.001048651,NA,0.00787,0.28491,0.69907,0.008,0.00012
SX,SX_L-15-02,"Owikeno, OWIKENO-LATE TIMING",2012,253844.566,NA,2322.009533,129674.2666,91954.53787,NA,NA,223950.814,0.00512224,NA,0.00787,0.28491,0.69907,0.008,0.00012
SX,SX_L-15-02,"Owikeno, OWIKENO-LATE TIMING",2013,352784.9186,NA,3581.960894,37476.60089,NA,NA,NA,41058.56179,0.002713781,NA,0.00787,0.28491,0.69907,0.008,0.00012
SX,SX_L-15-02,"Owikeno, OWIKENO-LATE TIMING",2014,219975.0077,NA,1035.20708,NA,NA,NA,NA,1035.20708,0.009742888,NA,0.00787,0.28491,0.69907,0.008,0.00012
SX,SX_L-15-02,"Owikeno, OWIKENO-LATE TIMING",2015,294216.5728,NA,NA,NA,NA,NA,NA,NA,0.002810111,NA,0.00787,0.28491,0.69907,0.008,0.00012
SX,SX_L-15-02,"Owikeno, OWIKENO-LATE TIMING",2016,453148.5159,NA,NA,NA,NA,NA,NA,NA,0.004378069,NA,0.00787,0.28491,0.69907,0.008,0.00012
SX,SX_L-15-02,"Owikeno, OWIKENO-LATE TIMING",2017,129636.7714,NA,NA,NA,NA,NA,NA,NA,0.01445671,NA,0.00787,0.28491,0.69907,0.008,0.00012
SX,SX_L-15-02,"Owikeno, OWIKENO-LATE TIMING",2018,318232.3443,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00787,0.28491,0.69907,0.008,0.00012
SX,SX_L-15-02,"Owikeno, OWIKENO-LATE TIMING",2019,46596.20601,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00787,0.28491,0.69907,0.008,0.00012
SX,SX_L-17-02,Awun,1954,3000,NA,3.71,NA,257.8875,NA,0,261.5975,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,1955,NA,NA,NA,1596.1875,NA,7.43,0,1603.6175,NA,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,1956,NA,NA,6.95625,NA,137.54,27.8625,0,172.35875,NA,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,1957,800,NA,NA,851.3,515.775,13.93125,0,1381.00625,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,1958,NA,NA,3.71,3192.375,257.8875,27.8625,0,3481.835,NA,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,1959,1500,NA,13.9125,1596.1875,515.775,7.43,0,2133.305,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,1960,NA,NA,6.95625,3192.375,137.54,7.43,0,3344.30125,NA,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,1961,800,NA,13.9125,851.3,137.54,3.715,0,1006.4675,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,1962,3000,NA,3.71,851.3,68.77,7.43,0,931.21,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,1963,1500,NA,3.71,425.65,137.54,139.3125,NA,706.2125,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,1964,3000,NA,1.855,851.3,2578.875,NA,NA,3432.03,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,1965,800,NA,3.71,15961.875,NA,NA,0,15965.585,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,1966,800,NA,69.5625,NA,NA,27.8625,0,97.425,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,1967,400,NA,NA,NA,515.775,37.15,0,552.925,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,1968,800,NA,NA,3192.375,687.7,27.8625,0,3907.9375,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,1969,15000,NA,13.9125,4256.5,515.775,18.575,0,4804.7625,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,1970,NA,NA,18.55,3192.375,343.85,14.86,0,3569.635,NA,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,1971,NA,NA,13.9125,2128.25,275.08,18.575,0,2435.8175,NA,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,1972,3000,NA,9.275,1702.6,343.85,18.575,0,2074.3,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,1973,4000,NA,7.42,2128.25,343.85,46.4375,0,2525.9575,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,1974,3000,NA,9.275,2128.25,859.625,176.4625,0,3173.6125,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,1975,2000,NA,9.275,5320.625,3266.575,37.15,0,8633.625,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,1976,1600,NA,23.1875,20218.375,687.7,92.875,0,21022.1375,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,1977,2000,NA,88.1125,4256.5,1719.25,74.3,0,6138.1625,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,1978,2000,NA,18.55,10641.25,1375.4,92.875,0,12128.075,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,1979,5000,NA,46.375,8513,1719.25,334.35,0,10612.975,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,1980,19000,NA,37.1,10641.25,6189.3,74.3,0,16941.95,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,1981,4000,NA,46.375,38308.5,1375.4,22.29,0,39752.565,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,1982,10000,NA,166.95,8513,412.62,81.73,0,9174.3,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,1983,8000,NA,37.1,2553.9,1512.94,1.8575,0,4105.7975,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,1984,10000,NA,11.13,9364.3,34.385,1.8575,0,9411.6725,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,1985,36000,NA,40.81,212.825,34.385,22.29,0,310.31,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,1986,8000,NA,0.9275,212.825,412.62,83.5875,0,709.96,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,1987,2400,NA,0.9275,2553.9,1547.325,9.2875,0,4111.44,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,1988,8800,NA,11.13,9577.125,171.925,22.29,0,9782.47,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,1989,200,NA,41.7375,1064.125,412.62,27.8625,0,1546.345,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,1990,200,NA,4.6375,2553.9,515.775,102.1625,0,3176.475,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,1991,2400,NA,11.13,3192.375,1891.175,65.0125,0,5159.6925,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,1992,9000,NA,13.9125,11705.375,1203.475,74.3,0,12997.0625,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,1993,1000,NA,51.0125,7448.875,1375.4,74.3,0,8949.5875,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,1994,2400,NA,32.4625,8513,1375.4,83.5875,0,10004.45,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,1995,3000,NA,37.1,8513,1547.325,18.575,0,10116,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,1996,11000,NA,37.1,9577.125,343.85,89.16,0,10047.235,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,1997,7000,NA,41.7375,2128.25,1650.48,55.725,0,3876.1925,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,1998,8000,NA,9.275,10215.6,1031.55,37.15,0,11293.575,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,1999,8000,NA,44.52,6384.75,687.7,65.0125,0,7181.9825,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,2000,9000,NA,27.825,4256.5,1203.475,222.9,0,5710.7,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,2001,2000,NA,18.55,7448.875,4126.2,65.0125,0,11658.6375,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,2002,9600,NA,32.4625,25539,1203.475,65.0125,0,26839.95,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,2003,6000,NA,111.3,7448.875,1203.475,92.875,0,8856.525,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,2004,4000,NA,32.4625,7448.875,1719.25,130.025,0,9330.6125,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,2005,7000,NA,32.4625,10641.25,2406.95,55.725,0,13136.3875,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,2006,24000,NA,46.375,14897.75,1031.55,44.58,0,16020.255,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,2007,7000,NA,64.925,6384.75,825.24,59.44,0,7334.355,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,2008,7000,NA,27.825,5107.8,1100.32,104.02,0,6339.965,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,2009,10000,NA,22.26,6810.4,1925.56,61.2975,0,8819.5175,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,2010,14000,NA,29.68,11918.2,1134.705,48.295,0,13130.88,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,2011,6000,NA,51.94,7023.225,894.01,74.3,0,8043.475,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,2012,4800,NA,30.6075,5533.45,1375.4,42.7225,0,6982.18,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,2013,6400,NA,24.115,8513,790.855,50.1525,0,9378.1225,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,2014,11200,NA,37.1,4894.975,928.395,81.73,0,5942.2,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,2015,6600,NA,21.3325,5746.275,1512.94,72.4425,NA,7352.99,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,2016,5200,NA,25.0425,9364.3,1341.015,NA,NA,10730.3575,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,2017,8000,NA,40.81,8300.175,NA,NA,NA,8340.985,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,2018,4600,NA,36.1725,NA,NA,NA,NA,36.1725,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-02,Awun,2019,5400,NA,NA,NA,NA,NA,NA,NA,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,1954,15000,NA,13.9125,74488.75,1203.475,65.0125,0,75771.15,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,1955,NA,NA,324.625,7448.875,1203.475,139.3125,0,9116.2875,NA,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,1956,7000,NA,32.4625,7448.875,2578.875,278.625,0,10338.8375,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,1957,3000,NA,32.4625,15961.875,5157.75,65.0125,0,21217.1,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,1958,70000,NA,69.5625,31923.75,1203.475,139.3125,0,33336.1,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,1959,7000,NA,139.125,7448.875,2578.875,27.8625,0,10194.7375,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,1960,7000,NA,32.4625,15961.875,515.775,13.93125,0,16524.04375,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,1961,15000,NA,69.5625,3192.375,257.8875,7.43,0,3527.255,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,1962,30000,NA,13.9125,1596.1875,137.54,65.0125,0,1812.6525,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,1963,7000,NA,6.95625,851.3,1203.475,278.625,0,2340.35625,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,1964,15000,NA,3.71,7448.875,5157.75,13.93125,0,12624.26625,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,1965,3000,NA,32.4625,31923.75,257.8875,185.75,0,32399.85,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,1966,1500,NA,139.125,1596.1875,3438.5,185.75,0,5359.5625,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,1967,800,NA,6.95625,21282.5,3438.5,371.5,0,25099.45625,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,1968,7000,NA,92.75,21282.5,6877,371.5,0,28623.75,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,1969,30000,NA,92.75,42565,6877,55.725,0,49590.475,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,1970,1500,NA,185.5,42565,1031.55,557.25,0,44339.3,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,1971,20000,NA,185.5,6384.75,10315.5,371.5,0,17257.25,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,1972,20000,NA,27.825,63847.5,6877,92.875,0,70845.2,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,1973,40000,NA,278.25,42565,1719.25,102.1625,0,44664.6625,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,1974,40000,NA,185.5,10641.25,1891.175,87.3025,0,12805.2275,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,1975,6000,NA,46.375,11705.375,1616.095,74.3,0,13442.145,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,1976,60000,NA,51.0125,10002.775,1375.4,92.875,0,11522.0625,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,1977,40000,NA,43.5925,8513,1719.25,37.15,0,10312.9925,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,1978,10000,NA,37.1,10641.25,687.7,18.575,0,11384.625,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,1979,11000,NA,46.375,4256.5,343.85,78.015,0,4724.74,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,1980,9400,NA,18.55,2128.25,1444.17,18.575,0,3609.545,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,1981,8000,NA,9.275,8938.65,343.85,37.15,0,9328.925,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,1982,10000,NA,38.955,2128.25,687.7,83.5875,NA,2938.4925,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,1983,4000,NA,9.275,4256.5,1547.325,NA,0,5813.1,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,1984,2000,NA,18.55,9577.125,NA,1.8575,0,9597.5325,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,1985,8400,NA,41.7375,NA,34.385,13.0025,0,89.125,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,1986,2000,NA,NA,212.825,240.695,55.725,NA,509.245,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,1987,4000,NA,0.9275,1489.775,1031.55,NA,0,2522.2525,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,1988,9000,NA,6.4925,6384.75,NA,74.3,0,6465.5425,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,1989,NA,NA,27.825,NA,1375.4,27.8625,0,1431.0875,NA,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,1990,200,NA,NA,8513,515.775,55.725,NA,9084.5,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,1991,1400,NA,37.1,3192.375,1031.55,NA,0,4261.025,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,1992,6000,NA,13.9125,6384.75,NA,92.875,0,6491.5375,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,1993,NA,NA,27.825,NA,1719.25,74.3,0,1821.375,NA,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,1994,8000,NA,NA,10641.25,1375.4,120.7375,0,12137.3875,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,1995,3000,NA,46.375,8513,2235.025,7.43,0,10801.83,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,1996,6000,NA,37.1,13833.625,137.54,14.86,0,14023.125,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,1997,NA,NA,60.2875,851.3,275.08,27.8625,0,1214.53,NA,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,1998,10000,NA,3.71,1702.6,515.775,46.4375,NA,2268.5225,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,1999,8000,NA,7.42,3192.375,859.625,NA,0,4059.42,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,2000,13000,NA,13.9125,5320.625,NA,59.44,NA,5393.9775,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,2001,800,NA,23.1875,NA,1100.32,NA,0,1123.5075,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,2002,1600,NA,NA,6810.4,NA,46.4375,NA,6856.8375,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,2003,3000,NA,29.68,NA,859.625,NA,0,889.305,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,2004,5000,NA,NA,5320.625,NA,83.5875,NA,5404.2125,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,2005,NA,NA,23.1875,NA,1547.325,NA,0,1570.5125,NA,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,2006,6400,NA,NA,9577.125,NA,222.9,0,9800.025,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,2007,NA,NA,41.7375,NA,4126.2,85.445,0,4253.3825,NA,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,2008,5000,NA,NA,25539,1581.71,122.595,0,27243.305,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,2009,NA,NA,111.3,9789.95,2269.41,148.6,0,12319.26,NA,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,2010,9000,NA,42.665,14046.45,2750.8,148.6,0,16988.515,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,2011,NA,NA,61.215,17026,2750.8,27.8625,0,19865.8775,NA,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,2012,24000,NA,74.2,17026,515.775,55.725,0,17671.7,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,2013,9200,NA,74.2,3192.375,1031.55,18.575,0,4316.7,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,2014,13200,NA,13.9125,6384.75,343.85,7.43,0,6749.9425,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,2015,16000,NA,27.825,2128.25,137.54,18.575,NA,2312.19,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,2016,16000,NA,9.275,851.3,343.85,NA,NA,1204.425,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,2017,3000,NA,3.71,2128.25,NA,NA,NA,2131.96,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,2018,6000,NA,9.275,NA,NA,NA,NA,9.275,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-05,MARIAN,2019,2000,NA,NA,NA,NA,NA,NA,NA,0.2,NA,0.00371,0.8513,0.13754,0.00743,0
SX,SX_L-17-06,Mathers,1954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02721,0.61054,0.36224,0,0
SX,SX_L-17-06,Mathers,1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02721,0.61054,0.36224,0,0
SX,SX_L-17-06,Mathers,1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02721,0.61054,0.36224,0,0
SX,SX_L-17-06,Mathers,1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02721,0.61054,0.36224,0,0
SX,SX_L-17-06,Mathers,1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02721,0.61054,0.36224,0,0
SX,SX_L-17-06,Mathers,1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02721,0.61054,0.36224,0,0
SX,SX_L-17-06,Mathers,1960,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.02721,0.61054,0.36224,0,0
SX,SX_L-17-06,Mathers,1961,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.02721,0.61054,0.36224,0,0
SX,SX_L-17-06,Mathers,1962,NA,NA,NA,NA,13584,0,0,13584,NA,NA,0.02721,0.61054,0.36224,0,0
SX,SX_L-17-06,Mathers,1963,NA,NA,NA,22895.25,6792,0,0,29687.25,NA,NA,0.02721,0.61054,0.36224,0,0
SX,SX_L-17-06,Mathers,1964,NA,NA,1020.375,11447.625,3169.6,0,NA,15637.6,NA,NA,0.02721,0.61054,0.36224,0,0
SX,SX_L-17-06,Mathers,1965,NA,NA,510.1875,5342.225,3169.6,NA,NA,9022.0125,NA,NA,0.02721,0.61054,0.36224,0,0
SX,SX_L-17-06,Mathers,1966,NA,NA,238.0875,5342.225,NA,NA,0,5580.3125,NA,NA,0.02721,0.61054,0.36224,0,0
SX,SX_L-17-06,Mathers,1967,30000,NA,238.0875,NA,NA,0,NA,238.0875,0.2,NA,0.02721,0.61054,0.36224,0,0
SX,SX_L-17-06,Mathers,1968,15000,NA,NA,NA,4528,NA,NA,4528,0.2,NA,0.02721,0.61054,0.36224,0,0
SX,SX_L-17-06,Mathers,1969,7000,NA,NA,7631.75,NA,NA,NA,7631.75,0.2,NA,0.02721,0.61054,0.36224,0,0
SX,SX_L-17-06,Mathers,1970,7000,NA,340.125,NA,NA,NA,NA,340.125,0.2,NA,0.02721,0.61054,0.36224,0,0
SX,SX_L-17-06,Mathers,1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02721,0.61054,0.36224,0,0
SX,SX_L-17-06,Mathers,1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02721,0.61054,0.36224,0,0
SX,SX_L-17-06,Mathers,1973,10000,NA,NA,NA,NA,NA,0,0,0.2,NA,0.02721,0.61054,0.36224,0,0
SX,SX_L-17-06,Mathers,1974,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.02721,0.61054,0.36224,0,0
SX,SX_L-17-06,Mathers,1975,NA,NA,NA,NA,905.6,0,0,905.6,NA,NA,0.02721,0.61054,0.36224,0,0
SX,SX_L-17-06,Mathers,1976,NA,NA,NA,1526.35,905.6,0,0,2431.95,NA,NA,0.02721,0.61054,0.36224,0,0
SX,SX_L-17-06,Mathers,1977,NA,NA,68.025,1526.35,724.48,0,0,2318.855,NA,NA,0.02721,0.61054,0.36224,0,0
SX,SX_L-17-06,Mathers,1978,NA,NA,68.025,1221.08,905.6,0,0,2194.705,NA,NA,0.02721,0.61054,0.36224,0,0
SX,SX_L-17-06,Mathers,1979,NA,NA,54.42,1526.35,905.6,0,0,2486.37,NA,NA,0.02721,0.61054,0.36224,0,0
SX,SX_L-17-06,Mathers,1980,2000,NA,68.025,1526.35,905.6,0,0,2499.975,0.2,NA,0.02721,0.61054,0.36224,0,0
SX,SX_L-17-06,Mathers,1981,2000,NA,68.025,1526.35,226.4,0,0,1820.775,0.2,NA,0.02721,0.61054,0.36224,0,0
SX,SX_L-17-06,Mathers,1982,1600,NA,68.025,381.5875,905.6,0,0,1355.2125,0.2,NA,0.02721,0.61054,0.36224,0,0
SX,SX_L-17-06,Mathers,1983,2000,NA,17.00625,1526.35,905.6,0,0,2448.95625,0.2,NA,0.02721,0.61054,0.36224,0,0
SX,SX_L-17-06,Mathers,1984,2000,NA,68.025,1526.35,452.8,0,0,2047.175,0.2,NA,0.02721,0.61054,0.36224,0,0
SX,SX_L-17-06,Mathers,1985,2000,NA,68.025,763.175,181.12,0,0,1012.32,0.2,NA,0.02721,0.61054,0.36224,0,0
