"","Yr","Area","River","Spawners","Returns","Recruits","Expl"
"2986",2011,12,"KWALATE CREEK",NA,NA,NA,0.0142797614832157
"2987",2012,12,"KWALATE CREEK",NA,NA,NA,7.68815624118097e-05
"2988",2013,12,"KWALATE CREEK",NA,NA,NA,0.0164482623776054
"2989",2014,12,"KWALATE CREEK",NA,NA,NA,0.0114891151557245
"2990",2015,12,"KWALATE CREEK",NA,NA,NA,0.0135595098287899
"2991",2016,12,"KWALATE CREEK",NA,NA,NA,0.00202795595384339
"2992",2017,12,"KWALATE CREEK",NA,NA,NA,0.00376400621171083
"2993",1950,12,"LULL CREEK",NA,NA,NA,NA
"2994",1951,12,"LULL CREEK",NA,NA,NA,NA
"2995",1952,12,"LULL CREEK",NA,NA,NA,NA
"2996",1953,12,"LULL CREEK",NA,NA,NA,NA
"2997",1954,12,"LULL CREEK",NA,NA,NA,NA
"2998",1955,12,"LULL CREEK",NA,NA,NA,NA
"2999",1956,12,"LULL CREEK",NA,NA,NA,NA
"3000",1957,12,"LULL CREEK",NA,NA,NA,NA
"3001",1958,12,"LULL CREEK",NA,NA,NA,NA
"3002",1959,12,"LULL CREEK",NA,NA,NA,NA
"3003",1960,12,"LULL CREEK",NA,NA,NA,NA
"3004",1961,12,"LULL CREEK",NA,NA,NA,NA
"3005",1962,12,"LULL CREEK",NA,NA,NA,NA
"3006",1963,12,"LULL CREEK",NA,NA,NA,NA
"3007",1964,12,"LULL CREEK",75,NA,NA,NA
"3008",1965,12,"LULL CREEK",25,NA,NA,NA
"3009",1966,12,"LULL CREEK",25,NA,NA,NA
"3010",1967,12,"LULL CREEK",NA,NA,NA,NA
"3011",1968,12,"LULL CREEK",NA,NA,NA,NA
"3012",1969,12,"LULL CREEK",NA,NA,NA,NA
"3013",1970,12,"LULL CREEK",NA,NA,NA,NA
"3014",1971,12,"LULL CREEK",NA,NA,NA,NA
"3015",1972,12,"LULL CREEK",NA,NA,NA,NA
"3016",1973,12,"LULL CREEK",NA,NA,NA,NA
"3017",1974,12,"LULL CREEK",NA,NA,NA,NA
"3018",1975,12,"LULL CREEK",NA,NA,NA,NA
"3019",1976,12,"LULL CREEK",NA,NA,NA,NA
"3020",1977,12,"LULL CREEK",NA,NA,NA,NA
"3021",1978,12,"LULL CREEK",NA,NA,NA,NA
"3022",1979,12,"LULL CREEK",NA,NA,NA,NA
"3023",1980,12,"LULL CREEK",NA,NA,NA,NA
"3024",1981,12,"LULL CREEK",25,NA,NA,NA
"3025",1982,12,"LULL CREEK",10,NA,NA,NA
"3026",1983,12,"LULL CREEK",NA,NA,NA,0.866057834110302
"3027",1984,12,"LULL CREEK",NA,NA,NA,0.775693911882616
"3028",1985,12,"LULL CREEK",NA,NA,NA,0.804617873469269
"3029",1986,12,"LULL CREEK",NA,NA,NA,0.736636297568
"3030",1987,12,"LULL CREEK",NA,NA,NA,0.620278215303934
"3031",1988,12,"LULL CREEK",NA,NA,25.656609856855,0.662968422357177
"3032",1989,12,"LULL CREEK",NA,NA,NA,0.758563000132309
"3033",1990,12,"LULL CREEK",NA,NA,15.4578892019979,0.551771761004763
"3034",1991,12,"LULL CREEK",10,25.656609856855,32.0858538040757,0.610236891943533
"3035",1992,12,"LULL CREEK",NA,NA,34.2148801424512,0.846200576578609
"3036",1993,12,"LULL CREEK",2,15.4578892019979,7.10037179721438,0.870616228783584
"3037",1994,12,"LULL CREEK",10,32.0858538040757,NA,0.688336172661556
"3038",1995,12,"LULL CREEK",20,34.2148801424512,175.102098205236,0.41545900740463
"3039",1996,12,"LULL CREEK",6,7.10037179721438,25.1463029727771,0.154973827940401
"3040",1997,12,"LULL CREEK",NA,NA,50.0054465390147,0.272777956656083
"3041",1998,12,"LULL CREEK",175,175.102098205236,NA,0.000583078137170725
"3042",1999,12,"LULL CREEK",25,25.1463029727771,3.0003327208175,0.00581807086852831
"3043",2000,12,"LULL CREEK",50,50.0054465390147,NA,0.000108918915671366
"3044",2001,12,"LULL CREEK",NA,NA,30.0024377344375,6.58172515066211e-05
"3045",2002,12,"LULL CREEK",3,3.0003327208175,NA,0.000110894640181671
"3046",2003,12,"LULL CREEK",NA,NA,NA,0
"3047",2004,12,"LULL CREEK",30,30.0024377344375,NA,8.1251212286391e-05
"3048",2005,12,"LULL CREEK",NA,NA,16.0004430839402,0.00158566847902736
"3049",2006,12,"LULL CREEK",NA,NA,NA,5.56360213756606e-05
"3050",2007,12,"LULL CREEK",NA,NA,NA,0
"3051",2008,12,"LULL CREEK",16,16.0004430839402,3.04345988118709,2.769197939731e-05
"3052",2009,12,"LULL CREEK",NA,NA,NA,5.19287752240718e-05
"3053",2010,12,"LULL CREEK",NA,NA,NA,0.00888074071042353
"3054",2011,12,"LULL CREEK",3,3.04345988118709,NA,0.0142797614832157
"3055",2012,12,"LULL CREEK",NA,NA,NA,7.68815624118097e-05
"3056",2013,12,"LULL CREEK",NA,NA,NA,0.0164482623776054
"3057",2014,12,"LULL CREEK",NA,NA,NA,0.0114891151557245
"3058",2015,12,"LULL CREEK",NA,NA,NA,0.0135595098287899
"3059",2016,12,"LULL CREEK",NA,NA,NA,0.00202795595384339
"3060",2017,12,"LULL CREEK",NA,NA,NA,0.00376400621171083
"3061",1950,12,"MACKENZIE RIVER",NA,NA,NA,NA
"3062",1951,12,"MACKENZIE RIVER",NA,NA,NA,NA
"3063",1952,12,"MACKENZIE RIVER",NA,NA,NA,NA
"3064",1953,12,"MACKENZIE RIVER",1500,NA,NA,NA
"3065",1954,12,"MACKENZIE RIVER",1500,NA,NA,NA
"3066",1955,12,"MACKENZIE RIVER",1500,NA,NA,NA
"3067",1956,12,"MACKENZIE RIVER",1500,NA,NA,NA
"3068",1957,12,"MACKENZIE RIVER",1500,NA,NA,NA
"3069",1958,12,"MACKENZIE RIVER",750,NA,NA,NA
"3070",1959,12,"MACKENZIE RIVER",750,NA,NA,NA
"3071",1960,12,"MACKENZIE RIVER",400,NA,NA,NA
"3072",1961,12,"MACKENZIE RIVER",200,NA,NA,NA
"3073",1962,12,"MACKENZIE RIVER",750,NA,NA,NA
"3074",1963,12,"MACKENZIE RIVER",200,NA,NA,NA
"3075",1964,12,"MACKENZIE RIVER",400,NA,NA,NA
"3076",1965,12,"MACKENZIE RIVER",200,NA,NA,NA
"3077",1966,12,"MACKENZIE RIVER",750,NA,NA,NA
"3078",1967,12,"MACKENZIE RIVER",200,NA,NA,NA
"3079",1968,12,"MACKENZIE RIVER",1500,NA,NA,NA
"3080",1969,12,"MACKENZIE RIVER",NA,NA,NA,NA
"3081",1970,12,"MACKENZIE RIVER",25,NA,NA,NA
"3082",1971,12,"MACKENZIE RIVER",75,NA,NA,NA
"3083",1972,12,"MACKENZIE RIVER",NA,NA,NA,NA
"3084",1973,12,"MACKENZIE RIVER",NA,NA,NA,NA
"3085",1974,12,"MACKENZIE RIVER",70,NA,NA,NA
"3086",1975,12,"MACKENZIE RIVER",NA,NA,NA,NA
"3087",1976,12,"MACKENZIE RIVER",NA,NA,NA,NA
"3088",1977,12,"MACKENZIE RIVER",300,NA,NA,NA
"3089",1978,12,"MACKENZIE RIVER",NA,NA,NA,NA
"3090",1979,12,"MACKENZIE RIVER",NA,NA,NA,NA
"3091",1980,12,"MACKENZIE RIVER",NA,NA,NA,NA
"3092",1981,12,"MACKENZIE RIVER",NA,NA,NA,NA
"3093",1982,12,"MACKENZIE RIVER",NA,NA,383.863157453164,NA
"3094",1983,12,"MACKENZIE RIVER",NA,NA,569.554568890257,0.866057834110302
"3095",1984,12,"MACKENZIE RIVER",NA,NA,NA,0.775693911882616
"3096",1985,12,"MACKENZIE RIVER",75,383.863157453164,NA,0.804617873469269
"3097",1986,12,"MACKENZIE RIVER",150,569.554568890257,NA,0.736636297568
"3098",1987,12,"MACKENZIE RIVER",NA,NA,NA,0.620278215303934
"3099",1988,12,"MACKENZIE RIVER",NA,NA,1026.2643942742,0.662968422357177
"3100",1989,12,"MACKENZIE RIVER",NA,NA,NA,0.758563000132309
"3101",1990,12,"MACKENZIE RIVER",NA,NA,193.223615024973,0.551771761004763
"3102",1991,12,"MACKENZIE RIVER",400,1026.2643942742,NA,0.610236891943533
"3103",1992,12,"MACKENZIE RIVER",NA,NA,NA,0.846200576578609
"3104",1993,12,"MACKENZIE RIVER",25,193.223615024973,NA,0.870616228783584
"3105",1994,12,"MACKENZIE RIVER",NA,NA,NA,0.688336172661556
"3106",1995,12,"MACKENZIE RIVER",NA,NA,NA,0.41545900740463
"3107",1996,12,"MACKENZIE RIVER",NA,NA,NA,0.154973827940401
"3108",1997,12,"MACKENZIE RIVER",NA,NA,NA,0.272777956656083
"3109",1998,12,"MACKENZIE RIVER",NA,NA,190.012506100903,0.000583078137170725
"3110",1999,12,"MACKENZIE RIVER",NA,NA,NA,0.00581807086852831
"3111",2000,12,"MACKENZIE RIVER",NA,NA,NA,0.000108918915671366
"3112",2001,12,"MACKENZIE RIVER",190,190.012506100903,NA,6.58172515066211e-05
"3113",2002,12,"MACKENZIE RIVER",NA,NA,NA,0.000110894640181671
"3114",2003,12,"MACKENZIE RIVER",NA,NA,NA,0
"3115",2004,12,"MACKENZIE RIVER",NA,NA,NA,8.1251212286391e-05
"3116",2005,12,"MACKENZIE RIVER",NA,NA,19.000526162179,0.00158566847902736
"3117",2006,12,"MACKENZIE RIVER",NA,NA,NA,5.56360213756606e-05
"3118",2007,12,"MACKENZIE RIVER",NA,NA,NA,0
"3119",2008,12,"MACKENZIE RIVER",19,19.000526162179,NA,2.769197939731e-05
"3120",2009,12,"MACKENZIE RIVER",NA,NA,NA,5.19287752240718e-05
"3121",2010,12,"MACKENZIE RIVER",NA,NA,NA,0.00888074071042353
"3122",2011,12,"MACKENZIE RIVER",NA,NA,NA,0.0142797614832157
"3123",2012,12,"MACKENZIE RIVER",NA,NA,NA,7.68815624118097e-05
"3124",2013,12,"MACKENZIE RIVER",NA,NA,NA,0.0164482623776054
"3125",2014,12,"MACKENZIE RIVER",NA,NA,NA,0.0114891151557245
"3126",2015,12,"MACKENZIE RIVER",NA,NA,NA,0.0135595098287899
"3127",2016,12,"MACKENZIE RIVER",NA,NA,NA,0.00202795595384339
"3128",2017,12,"MACKENZIE RIVER",NA,NA,NA,0.00376400621171083
"3129",1950,12,"MAPLE CREEK",NA,NA,NA,NA
"3130",1951,12,"MAPLE CREEK",NA,NA,NA,NA
"3131",1952,12,"MAPLE CREEK",NA,NA,NA,NA
"3132",1953,12,"MAPLE CREEK",200,NA,NA,NA
"3133",1954,12,"MAPLE CREEK",400,NA,NA,NA
"3134",1955,12,"MAPLE CREEK",200,NA,NA,NA
"3135",1956,12,"MAPLE CREEK",NA,NA,NA,NA
"3136",1957,12,"MAPLE CREEK",NA,NA,NA,NA
"3137",1958,12,"MAPLE CREEK",NA,NA,NA,NA
"3138",1959,12,"MAPLE CREEK",NA,NA,NA,NA
"3139",1960,12,"MAPLE CREEK",NA,NA,NA,NA
"3140",1961,12,"MAPLE CREEK",NA,NA,NA,NA
"3141",1962,12,"MAPLE CREEK",NA,NA,NA,NA
"3142",1963,12,"MAPLE CREEK",NA,NA,NA,NA
"3143",1964,12,"MAPLE CREEK",NA,NA,NA,NA
"3144",1965,12,"MAPLE CREEK",NA,NA,NA,NA
"3145",1966,12,"MAPLE CREEK",NA,NA,NA,NA
"3146",1967,12,"MAPLE CREEK",NA,NA,NA,NA
"3147",1968,12,"MAPLE CREEK",NA,NA,NA,NA
"3148",1969,12,"MAPLE CREEK",NA,NA,NA,NA
"3149",1970,12,"MAPLE CREEK",NA,NA,NA,NA
"3150",1971,12,"MAPLE CREEK",NA,NA,NA,NA
"3151",1972,12,"MAPLE CREEK",NA,NA,NA,NA
"3152",1973,12,"MAPLE CREEK",NA,NA,NA,NA
"3153",1974,12,"MAPLE CREEK",NA,NA,NA,NA
"3154",1975,12,"MAPLE CREEK",NA,NA,NA,NA
"3155",1976,12,"MAPLE CREEK",NA,NA,NA,NA
"3156",1977,12,"MAPLE CREEK",NA,NA,NA,NA
"3157",1978,12,"MAPLE CREEK",NA,NA,NA,NA
"3158",1979,12,"MAPLE CREEK",NA,NA,NA,NA
"3159",1980,12,"MAPLE CREEK",NA,NA,NA,NA
"3160",1981,12,"MAPLE CREEK",NA,NA,NA,NA
"3161",1982,12,"MAPLE CREEK",NA,NA,NA,NA
"3162",1983,12,"MAPLE CREEK",NA,NA,NA,0.866057834110302
"3163",1984,12,"MAPLE CREEK",NA,NA,NA,0.775693911882616
"3164",1985,12,"MAPLE CREEK",NA,NA,NA,0.804617873469269
"3165",1986,12,"MAPLE CREEK",NA,NA,NA,0.736636297568
"3166",1987,12,"MAPLE CREEK",NA,NA,NA,0.620278215303934
"3167",1988,12,"MAPLE CREEK",NA,NA,NA,0.662968422357177
"3168",1989,12,"MAPLE CREEK",NA,NA,NA,0.758563000132309
"3169",1990,12,"MAPLE CREEK",NA,NA,NA,0.551771761004763
"3170",1991,12,"MAPLE CREEK",NA,NA,NA,0.610236891943533
"3171",1992,12,"MAPLE CREEK",NA,NA,NA,0.846200576578609
"3172",1993,12,"MAPLE CREEK",NA,NA,NA,0.870616228783584
"3173",1994,12,"MAPLE CREEK",NA,NA,NA,0.688336172661556
"3174",1995,12,"MAPLE CREEK",NA,NA,NA,0.41545900740463
"3175",1996,12,"MAPLE CREEK",NA,NA,NA,0.154973827940401
"3176",1997,12,"MAPLE CREEK",NA,NA,NA,0.272777956656083
"3177",1998,12,"MAPLE CREEK",NA,NA,NA,0.000583078137170725
"3178",1999,12,"MAPLE CREEK",NA,NA,NA,0.00581807086852831
"3179",2000,12,"MAPLE CREEK",NA,NA,NA,0.000108918915671366
"3180",2001,12,"MAPLE CREEK",NA,NA,NA,6.58172515066211e-05
"3181",2002,12,"MAPLE CREEK",NA,NA,NA,0.000110894640181671
"3182",2003,12,"MAPLE CREEK",NA,NA,NA,0
"3183",2004,12,"MAPLE CREEK",NA,NA,NA,8.1251212286391e-05
"3184",2005,12,"MAPLE CREEK",NA,NA,NA,0.00158566847902736
"3185",2006,12,"MAPLE CREEK",NA,NA,NA,5.56360213756606e-05
"3186",2007,12,"MAPLE CREEK",NA,NA,NA,0
"3187",2008,12,"MAPLE CREEK",NA,NA,NA,2.769197939731e-05
"3188",2009,12,"MAPLE CREEK",NA,NA,NA,5.19287752240718e-05
"3189",2010,12,"MAPLE CREEK",NA,NA,NA,0.00888074071042353
"3190",2011,12,"MAPLE CREEK",NA,NA,NA,0.0142797614832157
"3191",2012,12,"MAPLE CREEK",NA,NA,NA,7.68815624118097e-05
"3192",2013,12,"MAPLE CREEK",NA,NA,NA,0.0164482623776054
"3193",2014,12,"MAPLE CREEK",NA,NA,NA,0.0114891151557245
"3194",2015,12,"MAPLE CREEK",NA,NA,NA,0.0135595098287899
"3195",2016,12,"MAPLE CREEK",NA,NA,NA,0.00202795595384339
"3196",2017,12,"MAPLE CREEK",NA,NA,NA,0.00376400621171083
"3197",1950,12,"MARION CREEK",NA,NA,NA,NA
"3198",1951,12,"MARION CREEK",NA,NA,NA,NA
"3199",1952,12,"MARION CREEK",NA,NA,NA,NA
"3200",1953,12,"MARION CREEK",NA,NA,NA,NA
"3201",1954,12,"MARION CREEK",NA,NA,NA,NA
"3202",1955,12,"MARION CREEK",NA,NA,NA,NA
"3203",1956,12,"MARION CREEK",NA,NA,NA,NA
"3204",1957,12,"MARION CREEK",NA,NA,NA,NA
"3205",1958,12,"MARION CREEK",NA,NA,NA,NA
"3206",1959,12,"MARION CREEK",NA,NA,NA,NA
"3207",1960,12,"MARION CREEK",NA,NA,NA,NA
"3208",1961,12,"MARION CREEK",NA,NA,NA,NA
"3209",1962,12,"MARION CREEK",NA,NA,NA,NA
"3210",1963,12,"MARION CREEK",NA,NA,NA,NA
"3211",1964,12,"MARION CREEK",NA,NA,NA,NA
"3212",1965,12,"MARION CREEK",NA,NA,NA,NA
"3213",1966,12,"MARION CREEK",NA,NA,NA,NA
"3214",1967,12,"MARION CREEK",NA,NA,NA,NA
"3215",1968,12,"MARION CREEK",NA,NA,NA,NA
"3216",1969,12,"MARION CREEK",NA,NA,NA,NA
"3217",1970,12,"MARION CREEK",NA,NA,NA,NA
"3218",1971,12,"MARION CREEK",NA,NA,NA,NA
"3219",1972,12,"MARION CREEK",NA,NA,NA,NA
"3220",1973,12,"MARION CREEK",NA,NA,NA,NA
"3221",1974,12,"MARION CREEK",NA,NA,NA,NA
"3222",1975,12,"MARION CREEK",NA,NA,NA,NA
"3223",1976,12,"MARION CREEK",NA,NA,NA,NA
"3224",1977,12,"MARION CREEK",NA,NA,NA,NA
"3225",1978,12,"MARION CREEK",NA,NA,NA,NA
"3226",1979,12,"MARION CREEK",NA,NA,NA,NA
"3227",1980,12,"MARION CREEK",NA,NA,NA,NA
"3228",1981,12,"MARION CREEK",NA,NA,NA,NA
"3229",1982,12,"MARION CREEK",NA,NA,NA,NA
"3230",1983,12,"MARION CREEK",NA,NA,NA,0.866057834110302
"3231",1984,12,"MARION CREEK",NA,NA,NA,0.775693911882616
"3232",1985,12,"MARION CREEK",NA,NA,NA,0.804617873469269
"3233",1986,12,"MARION CREEK",NA,NA,NA,0.736636297568
"3234",1987,12,"MARION CREEK",NA,NA,NA,0.620278215303934
"3235",1988,12,"MARION CREEK",NA,NA,NA,0.662968422357177
"3236",1989,12,"MARION CREEK",NA,NA,NA,0.758563000132309
"3237",1990,12,"MARION CREEK",NA,NA,NA,0.551771761004763
"3238",1991,12,"MARION CREEK",NA,NA,NA,0.610236891943533
"3239",1992,12,"MARION CREEK",NA,NA,NA,0.846200576578609
"3240",1993,12,"MARION CREEK",NA,NA,NA,0.870616228783584
"3241",1994,12,"MARION CREEK",NA,NA,NA,0.688336172661556
"3242",1995,12,"MARION CREEK",NA,NA,NA,0.41545900740463
"3243",1996,12,"MARION CREEK",NA,NA,NA,0.154973827940401
"3244",1997,12,"MARION CREEK",NA,NA,NA,0.272777956656083
"3245",1998,12,"MARION CREEK",NA,NA,NA,0.000583078137170725
"3246",1999,12,"MARION CREEK",NA,NA,NA,0.00581807086852831
"3247",2000,12,"MARION CREEK",NA,NA,NA,0.000108918915671366
"3248",2001,12,"MARION CREEK",NA,NA,NA,6.58172515066211e-05
"3249",2002,12,"MARION CREEK",NA,NA,NA,0.000110894640181671
"3250",2003,12,"MARION CREEK",NA,NA,NA,0
"3251",2004,12,"MARION CREEK",NA,NA,NA,8.1251212286391e-05
"3252",2005,12,"MARION CREEK",NA,NA,NA,0.00158566847902736
"3253",2006,12,"MARION CREEK",NA,NA,NA,5.56360213756606e-05
"3254",2007,12,"MARION CREEK",NA,NA,NA,0
"3255",2008,12,"MARION CREEK",NA,NA,NA,2.769197939731e-05
"3256",2009,12,"MARION CREEK",NA,NA,NA,5.19287752240718e-05
"3257",2010,12,"MARION CREEK",NA,NA,NA,0.00888074071042353
"3258",2011,12,"MARION CREEK",NA,NA,NA,0.0142797614832157
"3259",2012,12,"MARION CREEK",NA,NA,NA,7.68815624118097e-05
"3260",2013,12,"MARION CREEK",NA,NA,NA,0.0164482623776054
"3261",2014,12,"MARION CREEK",NA,NA,NA,0.0114891151557245
"3262",2015,12,"MARION CREEK",NA,NA,NA,0.0135595098287899
"3263",2016,12,"MARION CREEK",NA,NA,NA,0.00202795595384339
"3264",2017,12,"MARION CREEK",NA,NA,NA,0.00376400621171083
"3265",1950,12,"MATSIU CREEK",NA,NA,NA,NA
"3266",1951,12,"MATSIU CREEK",NA,NA,NA,NA
"3267",1952,12,"MATSIU CREEK",NA,NA,NA,NA
"3268",1953,12,"MATSIU CREEK",NA,NA,NA,NA
"3269",1954,12,"MATSIU CREEK",NA,NA,NA,NA
"3270",1955,12,"MATSIU CREEK",NA,NA,NA,NA
"3271",1956,12,"MATSIU CREEK",NA,NA,NA,NA
"3272",1957,12,"MATSIU CREEK",NA,NA,NA,NA
"3273",1958,12,"MATSIU CREEK",NA,NA,NA,NA
"3274",1959,12,"MATSIU CREEK",NA,NA,NA,NA
"3275",1960,12,"MATSIU CREEK",NA,NA,NA,NA
"3276",1961,12,"MATSIU CREEK",NA,NA,NA,NA
"3277",1962,12,"MATSIU CREEK",NA,NA,NA,NA
"3278",1963,12,"MATSIU CREEK",NA,NA,NA,NA
"3279",1964,12,"MATSIU CREEK",NA,NA,NA,NA
"3280",1965,12,"MATSIU CREEK",NA,NA,NA,NA
"3281",1966,12,"MATSIU CREEK",NA,NA,NA,NA
"3282",1967,12,"MATSIU CREEK",NA,NA,NA,NA
"3283",1968,12,"MATSIU CREEK",NA,NA,NA,NA
"3284",1969,12,"MATSIU CREEK",NA,NA,NA,NA
"3285",1970,12,"MATSIU CREEK",NA,NA,NA,NA
"3286",1971,12,"MATSIU CREEK",NA,NA,NA,NA
"3287",1972,12,"MATSIU CREEK",NA,NA,NA,NA
"3288",1973,12,"MATSIU CREEK",NA,NA,NA,NA
"3289",1974,12,"MATSIU CREEK",NA,NA,NA,NA
"3290",1975,12,"MATSIU CREEK",NA,NA,NA,NA
"3291",1976,12,"MATSIU CREEK",NA,NA,NA,NA
"3292",1977,12,"MATSIU CREEK",NA,NA,NA,NA
"3293",1978,12,"MATSIU CREEK",NA,NA,NA,NA
"3294",1979,12,"MATSIU CREEK",NA,NA,NA,NA
"3295",1980,12,"MATSIU CREEK",NA,NA,NA,NA
"3296",1981,12,"MATSIU CREEK",NA,NA,NA,NA
"3297",1982,12,"MATSIU CREEK",NA,NA,NA,NA
"3298",1983,12,"MATSIU CREEK",NA,NA,NA,0.866057834110302
"3299",1984,12,"MATSIU CREEK",NA,NA,NA,0.775693911882616
"3300",1985,12,"MATSIU CREEK",NA,NA,NA,0.804617873469269
"3301",1986,12,"MATSIU CREEK",NA,NA,NA,0.736636297568
"3302",1987,12,"MATSIU CREEK",NA,NA,NA,0.620278215303934
"3303",1988,12,"MATSIU CREEK",NA,NA,NA,0.662968422357177
"3304",1989,12,"MATSIU CREEK",NA,NA,NA,0.758563000132309
"3305",1990,12,"MATSIU CREEK",NA,NA,NA,0.551771761004763
"3306",1991,12,"MATSIU CREEK",NA,NA,77.0060491297817,0.610236891943533
"3307",1992,12,"MATSIU CREEK",NA,NA,NA,0.846200576578609
"3308",1993,12,"MATSIU CREEK",NA,NA,4.73358119814292,0.870616228783584
"3309",1994,12,"MATSIU CREEK",24,77.0060491297817,NA,0.688336172661556
"3310",1995,12,"MATSIU CREEK",NA,NA,25.0145854578909,0.41545900740463
"3311",1996,12,"MATSIU CREEK",4,4.73358119814292,NA,0.154973827940401
"3312",1997,12,"MATSIU CREEK",NA,NA,NA,0.272777956656083
"3313",1998,12,"MATSIU CREEK",25,25.0145854578909,NA,0.000583078137170725
"3314",1999,12,"MATSIU CREEK",NA,NA,NA,0.00581807086852831
"3315",2000,12,"MATSIU CREEK",NA,NA,NA,0.000108918915671366
"3316",2001,12,"MATSIU CREEK",NA,NA,NA,6.58172515066211e-05
"3317",2002,12,"MATSIU CREEK",NA,NA,142.225522527986,0.000110894640181671
"3318",2003,12,"MATSIU CREEK",NA,NA,NA,0
"3319",2004,12,"MATSIU CREEK",NA,NA,NA,8.1251212286391e-05
"3320",2005,12,"MATSIU CREEK",142,142.225522527986,NA,0.00158566847902736
"3321",2006,12,"MATSIU CREEK",NA,NA,NA,5.56360213756606e-05
"3322",2007,12,"MATSIU CREEK",NA,NA,NA,0
"3323",2008,12,"MATSIU CREEK",NA,NA,NA,2.769197939731e-05
"3324",2009,12,"MATSIU CREEK",NA,NA,NA,5.19287752240718e-05
"3325",2010,12,"MATSIU CREEK",NA,NA,NA,0.00888074071042353
"3326",2011,12,"MATSIU CREEK",NA,NA,NA,0.0142797614832157
"3327",2012,12,"MATSIU CREEK",NA,NA,NA,7.68815624118097e-05
"3328",2013,12,"MATSIU CREEK",NA,NA,NA,0.0164482623776054
"3329",2014,12,"MATSIU CREEK",NA,NA,NA,0.0114891151557245
"3330",2015,12,"MATSIU CREEK",NA,NA,NA,0.0135595098287899
"3331",2016,12,"MATSIU CREEK",NA,NA,NA,0.00202795595384339
"3332",2017,12,"MATSIU CREEK",NA,NA,NA,0.00376400621171083
"3333",1950,12,"MCALISTER CREEK",NA,NA,NA,NA
"3334",1951,12,"MCALISTER CREEK",NA,NA,NA,NA
"3335",1952,12,"MCALISTER CREEK",NA,NA,NA,NA
"3336",1953,12,"MCALISTER CREEK",NA,NA,NA,NA
"3337",1954,12,"MCALISTER CREEK",NA,NA,NA,NA
"3338",1955,12,"MCALISTER CREEK",NA,NA,NA,NA
"3339",1956,12,"MCALISTER CREEK",NA,NA,NA,NA
"3340",1957,12,"MCALISTER CREEK",NA,NA,NA,NA
"3341",1958,12,"MCALISTER CREEK",NA,NA,NA,NA
"3342",1959,12,"MCALISTER CREEK",NA,NA,NA,NA
"3343",1960,12,"MCALISTER CREEK",NA,NA,NA,NA
"3344",1961,12,"MCALISTER CREEK",NA,NA,NA,NA
"3345",1962,12,"MCALISTER CREEK",NA,NA,NA,NA
"3346",1963,12,"MCALISTER CREEK",NA,NA,NA,NA
"3347",1964,12,"MCALISTER CREEK",NA,NA,NA,NA
"3348",1965,12,"MCALISTER CREEK",NA,NA,NA,NA
"3349",1966,12,"MCALISTER CREEK",NA,NA,NA,NA
"3350",1967,12,"MCALISTER CREEK",NA,NA,NA,NA
"3351",1968,12,"MCALISTER CREEK",NA,NA,NA,NA
"3352",1969,12,"MCALISTER CREEK",NA,NA,NA,NA
"3353",1970,12,"MCALISTER CREEK",NA,NA,NA,NA
"3354",1971,12,"MCALISTER CREEK",NA,NA,NA,NA
"3355",1972,12,"MCALISTER CREEK",NA,NA,NA,NA
"3356",1973,12,"MCALISTER CREEK",NA,NA,NA,NA
"3357",1974,12,"MCALISTER CREEK",NA,NA,NA,NA
"3358",1975,12,"MCALISTER CREEK",NA,NA,NA,NA
"3359",1976,12,"MCALISTER CREEK",NA,NA,NA,NA
"3360",1977,12,"MCALISTER CREEK",NA,NA,NA,NA
"3361",1978,12,"MCALISTER CREEK",NA,NA,NA,NA
"3362",1979,12,"MCALISTER CREEK",NA,NA,NA,NA
"3363",1980,12,"MCALISTER CREEK",NA,NA,NA,NA
"3364",1981,12,"MCALISTER CREEK",NA,NA,NA,NA
"3365",1982,12,"MCALISTER CREEK",NA,NA,NA,NA
"3366",1983,12,"MCALISTER CREEK",NA,NA,NA,0.866057834110302
"3367",1984,12,"MCALISTER CREEK",NA,NA,NA,0.775693911882616
"3368",1985,12,"MCALISTER CREEK",NA,NA,NA,0.804617873469269
"3369",1986,12,"MCALISTER CREEK",NA,NA,NA,0.736636297568
"3370",1987,12,"MCALISTER CREEK",NA,NA,223.10062441439,0.620278215303934
"3371",1988,12,"MCALISTER CREEK",NA,NA,NA,0.662968422357177
"3372",1989,12,"MCALISTER CREEK",NA,NA,NA,0.758563000132309
"3373",1990,12,"MCALISTER CREEK",100,223.10062441439,NA,0.551771761004763
"3374",1991,12,"MCALISTER CREEK",NA,NA,NA,0.610236891943533
"3375",1992,12,"MCALISTER CREEK",NA,NA,NA,0.846200576578609
"3376",1993,12,"MCALISTER CREEK",NA,NA,7.10037179721438,0.870616228783584
"3377",1994,12,"MCALISTER CREEK",NA,NA,NA,0.688336172661556
"3378",1995,12,"MCALISTER CREEK",NA,NA,NA,0.41545900740463
"3379",1996,12,"MCALISTER CREEK",6,7.10037179721438,NA,0.154973827940401
"3380",1997,12,"MCALISTER CREEK",NA,NA,NA,0.272777956656083
"3381",1998,12,"MCALISTER CREEK",NA,NA,NA,0.000583078137170725
"3382",1999,12,"MCALISTER CREEK",NA,NA,NA,0.00581807086852831
"3383",2000,12,"MCALISTER CREEK",NA,NA,NA,0.000108918915671366
"3384",2001,12,"MCALISTER CREEK",NA,NA,NA,6.58172515066211e-05
